ParticipantID,BlockNo,Techniques,Input devices,Screen size,TrialNo,Time
7,Block0,Optimalkeyboard,touch,mobilephone,Trial0,17
7,Block0,Optimalkeyboard,touch,mobilephone,Trial1,19
7,Block0,Optimalkeyboard,touch,mobilephone,Trial2,15
7,Block0,Optimalkeyboard,touch,mobilephone,Trial3,8
7,Block0,Optimalkeyboard,touch,mobilephone,Trial4,13
7,Block0,Optimalkeyboard,touch,tablet,Trial0,10
7,Block0,Optimalkeyboard,touch,tablet,Trial1,13
7,Block0,Optimalkeyboard,touch,tablet,Trial2,13
7,Block0,Optimalkeyboard,touch,tablet,Trial3,6
7,Block0,Optimalkeyboard,touch,tablet,Trial4,7
7,Block0,Optimalkeyboard,touch,watch,Trial0,9
7,Block0,Optimalkeyboard,touch,watch,Trial1,10
7,Block0,Optimalkeyboard,touch,watch,Trial2,8
7,Block0,Optimalkeyboard,touch,watch,Trial3,7
7,Block0,Optimalkeyboard,touch,watch,Trial4,11
7,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,10
7,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,15
7,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,10
7,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,15
7,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,9
7,Block0,Optimalkeyboard,stylus,tablet,Trial0,9
7,Block0,Optimalkeyboard,stylus,tablet,Trial1,9
7,Block0,Optimalkeyboard,stylus,tablet,Trial2,9
7,Block0,Optimalkeyboard,stylus,tablet,Trial3,15
7,Block0,Optimalkeyboard,stylus,tablet,Trial4,9
7,Block0,Optimalkeyboard,stylus,watch,Trial0,8
7,Block0,Optimalkeyboard,stylus,watch,Trial1,15
7,Block0,Optimalkeyboard,stylus,watch,Trial2,8
7,Block0,Optimalkeyboard,stylus,watch,Trial3,13
7,Block0,Optimalkeyboard,stylus,watch,Trial4,6
7,Block0,Qwertykeyboard,touch,mobilephone,Trial0,14
7,Block0,Qwertykeyboard,touch,mobilephone,Trial1,8
7,Block0,Qwertykeyboard,touch,mobilephone,Trial2,15
7,Block0,Qwertykeyboard,touch,mobilephone,Trial3,14
7,Block0,Qwertykeyboard,touch,mobilephone,Trial4,8
7,Block0,Qwertykeyboard,touch,tablet,Trial0,14
7,Block0,Qwertykeyboard,touch,tablet,Trial1,15
7,Block0,Qwertykeyboard,touch,tablet,Trial2,7
7,Block0,Qwertykeyboard,touch,tablet,Trial3,10
7,Block0,Qwertykeyboard,touch,tablet,Trial4,15
7,Block0,Qwertykeyboard,touch,watch,Trial0,11
7,Block0,Qwertykeyboard,touch,watch,Trial1,15
7,Block0,Qwertykeyboard,touch,watch,Trial2,11
7,Block0,Qwertykeyboard,touch,watch,Trial3,15
7,Block0,Qwertykeyboard,touch,watch,Trial4,15
7,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,14
7,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,8
7,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,8
7,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,14
7,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,11
7,Block0,Qwertykeyboard,stylus,tablet,Trial0,6
7,Block0,Qwertykeyboard,stylus,tablet,Trial1,14
7,Block0,Qwertykeyboard,stylus,tablet,Trial2,11
7,Block0,Qwertykeyboard,stylus,tablet,Trial3,6
7,Block0,Qwertykeyboard,stylus,tablet,Trial4,7
7,Block0,Qwertykeyboard,stylus,watch,Trial0,11
7,Block0,Qwertykeyboard,stylus,watch,Trial1,8
7,Block0,Qwertykeyboard,stylus,watch,Trial2,15
7,Block0,Qwertykeyboard,stylus,watch,Trial3,12
7,Block0,Qwertykeyboard,stylus,watch,Trial4,9
