ParticipantID,BlockNo,Techniques,Input devices,Screen size,TrialNo,Time
12,Block0,Optimalkeyboard,touch,mobilephone,Trial0,7
12,Block0,Optimalkeyboard,touch,mobilephone,Trial1,14
12,Block0,Optimalkeyboard,touch,mobilephone,Trial2,7
12,Block0,Optimalkeyboard,touch,mobilephone,Trial3,14
12,Block0,Optimalkeyboard,touch,mobilephone,Trial4,13
12,Block0,Optimalkeyboard,touch,tablet,Trial0,11
12,Block0,Optimalkeyboard,touch,tablet,Trial1,14
12,Block0,Optimalkeyboard,touch,tablet,Trial2,10
12,Block0,Optimalkeyboard,touch,tablet,Trial3,14
12,Block0,Optimalkeyboard,touch,tablet,Trial4,8
12,Block0,Optimalkeyboard,touch,watch,Trial0,9
12,Block0,Optimalkeyboard,touch,watch,Trial1,12
12,Block0,Optimalkeyboard,touch,watch,Trial2,14
12,Block0,Optimalkeyboard,touch,watch,Trial3,7
12,Block0,Optimalkeyboard,touch,watch,Trial4,13
12,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,13
12,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,13
12,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,15
12,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,11
12,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,10
12,Block0,Optimalkeyboard,stylus,tablet,Trial0,15
12,Block0,Optimalkeyboard,stylus,tablet,Trial1,15
12,Block0,Optimalkeyboard,stylus,tablet,Trial2,11
12,Block0,Optimalkeyboard,stylus,tablet,Trial3,13
12,Block0,Optimalkeyboard,stylus,tablet,Trial4,7
12,Block0,Optimalkeyboard,stylus,watch,Trial0,15
12,Block0,Optimalkeyboard,stylus,watch,Trial1,6
12,Block0,Optimalkeyboard,stylus,watch,Trial2,15
12,Block0,Optimalkeyboard,stylus,watch,Trial3,12
12,Block0,Optimalkeyboard,stylus,watch,Trial4,15
12,Block0,Qwertykeyboard,touch,mobilephone,Trial0,11
12,Block0,Qwertykeyboard,touch,mobilephone,Trial1,9
12,Block0,Qwertykeyboard,touch,mobilephone,Trial2,11
12,Block0,Qwertykeyboard,touch,mobilephone,Trial3,8
12,Block0,Qwertykeyboard,touch,mobilephone,Trial4,9
12,Block0,Qwertykeyboard,touch,tablet,Trial0,12
12,Block0,Qwertykeyboard,touch,tablet,Trial1,14
12,Block0,Qwertykeyboard,touch,tablet,Trial2,14
12,Block0,Qwertykeyboard,touch,tablet,Trial3,8
12,Block0,Qwertykeyboard,touch,tablet,Trial4,13
12,Block0,Qwertykeyboard,touch,watch,Trial0,9
12,Block0,Qwertykeyboard,touch,watch,Trial1,12
12,Block0,Qwertykeyboard,touch,watch,Trial2,12
12,Block0,Qwertykeyboard,touch,watch,Trial3,6
12,Block0,Qwertykeyboard,touch,watch,Trial4,6
12,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,7
12,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,8
12,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,13
12,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,6
12,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,15
12,Block0,Qwertykeyboard,stylus,tablet,Trial0,9
12,Block0,Qwertykeyboard,stylus,tablet,Trial1,8
12,Block0,Qwertykeyboard,stylus,tablet,Trial2,10
12,Block0,Qwertykeyboard,stylus,tablet,Trial3,13
12,Block0,Qwertykeyboard,stylus,tablet,Trial4,12
12,Block0,Qwertykeyboard,stylus,watch,Trial0,7
12,Block0,Qwertykeyboard,stylus,watch,Trial1,15
12,Block0,Qwertykeyboard,stylus,watch,Trial2,13
12,Block0,Qwertykeyboard,stylus,watch,Trial3,6
12,Block0,Qwertykeyboard,stylus,watch,Trial4,14
