ParticipantID,BlockNo,Techniques,Input devices,Screen size,TrialNo,Time
8,Block0,Optimalkeyboard,touch,mobilephone,Trial0,18
8,Block0,Optimalkeyboard,touch,mobilephone,Trial1,14
8,Block0,Optimalkeyboard,touch,mobilephone,Trial2,12
8,Block0,Optimalkeyboard,touch,mobilephone,Trial3,11
8,Block0,Optimalkeyboard,touch,mobilephone,Trial4,14
8,Block0,Optimalkeyboard,touch,tablet,Trial0,9
8,Block0,Optimalkeyboard,touch,tablet,Trial1,7
8,Block0,Optimalkeyboard,touch,tablet,Trial2,9
8,Block0,Optimalkeyboard,touch,tablet,Trial3,10
8,Block0,Optimalkeyboard,touch,tablet,Trial4,7
8,Block0,Optimalkeyboard,touch,watch,Trial0,9
8,Block0,Optimalkeyboard,touch,watch,Trial1,15
8,Block0,Optimalkeyboard,touch,watch,Trial2,6
8,Block0,Optimalkeyboard,touch,watch,Trial3,7
8,Block0,Optimalkeyboard,touch,watch,Trial4,15
8,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,13
8,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,7
8,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,9
8,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,15
8,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,12
8,Block0,Optimalkeyboard,stylus,tablet,Trial0,10
8,Block0,Optimalkeyboard,stylus,tablet,Trial1,8
8,Block0,Optimalkeyboard,stylus,tablet,Trial2,7
8,Block0,Optimalkeyboard,stylus,tablet,Trial3,6
8,Block0,Optimalkeyboard,stylus,tablet,Trial4,8
8,Block0,Optimalkeyboard,stylus,watch,Trial0,8
8,Block0,Optimalkeyboard,stylus,watch,Trial1,11
8,Block0,Optimalkeyboard,stylus,watch,Trial2,13
8,Block0,Optimalkeyboard,stylus,watch,Trial3,6
8,Block0,Optimalkeyboard,stylus,watch,Trial4,9
8,Block0,Qwertykeyboard,touch,mobilephone,Trial0,6
8,Block0,Qwertykeyboard,touch,mobilephone,Trial1,10
8,Block0,Qwertykeyboard,touch,mobilephone,Trial2,8
8,Block0,Qwertykeyboard,touch,mobilephone,Trial3,11
8,Block0,Qwertykeyboard,touch,mobilephone,Trial4,13
8,Block0,Qwertykeyboard,touch,tablet,Trial0,12
8,Block0,Qwertykeyboard,touch,tablet,Trial1,12
8,Block0,Qwertykeyboard,touch,tablet,Trial2,6
8,Block0,Qwertykeyboard,touch,tablet,Trial3,12
8,Block0,Qwertykeyboard,touch,tablet,Trial4,9
8,Block0,Qwertykeyboard,touch,watch,Trial0,8
8,Block0,Qwertykeyboard,touch,watch,Trial1,8
8,Block0,Qwertykeyboard,touch,watch,Trial2,12
8,Block0,Qwertykeyboard,touch,watch,Trial3,15
8,Block0,Qwertykeyboard,touch,watch,Trial4,9
8,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,9
8,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,7
8,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,7
8,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,7
8,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,8
8,Block0,Qwertykeyboard,stylus,tablet,Trial0,15
8,Block0,Qwertykeyboard,stylus,tablet,Trial1,6
8,Block0,Qwertykeyboard,stylus,tablet,Trial2,13
8,Block0,Qwertykeyboard,stylus,tablet,Trial3,15
8,Block0,Qwertykeyboard,stylus,tablet,Trial4,11
8,Block0,Qwertykeyboard,stylus,watch,Trial0,7
8,Block0,Qwertykeyboard,stylus,watch,Trial1,8
8,Block0,Qwertykeyboard,stylus,watch,Trial2,15
8,Block0,Qwertykeyboard,stylus,watch,Trial3,14
8,Block0,Qwertykeyboard,stylus,watch,Trial4,10
