ParticipantID,BlockNo,Techniques,Input devices,Screen size,TrialNo,Time
5,Block0,Optimalkeyboard,touch,mobilephone,Trial0,13
5,Block0,Optimalkeyboard,touch,mobilephone,Trial1,19
5,Block0,Optimalkeyboard,touch,mobilephone,Trial2,12
5,Block0,Optimalkeyboard,touch,mobilephone,Trial3,14
5,Block0,Optimalkeyboard,touch,mobilephone,Trial4,9
5,Block0,Optimalkeyboard,touch,tablet,Trial0,15
5,Block0,Optimalkeyboard,touch,tablet,Trial1,12
5,Block0,Optimalkeyboard,touch,tablet,Trial2,6
5,Block0,Optimalkeyboard,touch,tablet,Trial3,12
5,Block0,Optimalkeyboard,touch,tablet,Trial4,13
5,Block0,Optimalkeyboard,touch,watch,Trial0,13
5,Block0,Optimalkeyboard,touch,watch,Trial1,12
5,Block0,Optimalkeyboard,touch,watch,Trial2,10
5,Block0,Optimalkeyboard,touch,watch,Trial3,9
5,Block0,Optimalkeyboard,touch,watch,Trial4,7
5,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,6
5,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,8
5,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,15
5,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,9
5,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,9
5,Block0,Optimalkeyboard,stylus,tablet,Trial0,7
5,Block0,Optimalkeyboard,stylus,tablet,Trial1,6
5,Block0,Optimalkeyboard,stylus,tablet,Trial2,15
5,Block0,Optimalkeyboard,stylus,tablet,Trial3,7
5,Block0,Optimalkeyboard,stylus,tablet,Trial4,10
5,Block0,Optimalkeyboard,stylus,watch,Trial0,10
5,Block0,Optimalkeyboard,stylus,watch,Trial1,14
5,Block0,Optimalkeyboard,stylus,watch,Trial2,7
5,Block0,Optimalkeyboard,stylus,watch,Trial3,9
5,Block0,Optimalkeyboard,stylus,watch,Trial4,11
5,Block0,Qwertykeyboard,touch,mobilephone,Trial0,14
5,Block0,Qwertykeyboard,touch,mobilephone,Trial1,13
5,Block0,Qwertykeyboard,touch,mobilephone,Trial2,11
5,Block0,Qwertykeyboard,touch,mobilephone,Trial3,14
5,Block0,Qwertykeyboard,touch,mobilephone,Trial4,14
5,Block0,Qwertykeyboard,touch,tablet,Trial0,12
5,Block0,Qwertykeyboard,touch,tablet,Trial1,14
5,Block0,Qwertykeyboard,touch,tablet,Trial2,11
5,Block0,Qwertykeyboard,touch,tablet,Trial3,10
5,Block0,Qwertykeyboard,touch,tablet,Trial4,9
5,Block0,Qwertykeyboard,touch,watch,Trial0,12
5,Block0,Qwertykeyboard,touch,watch,Trial1,13
5,Block0,Qwertykeyboard,touch,watch,Trial2,8
5,Block0,Qwertykeyboard,touch,watch,Trial3,9
5,Block0,Qwertykeyboard,touch,watch,Trial4,7
5,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,10
5,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,14
5,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,14
5,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,9
5,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,10
5,Block0,Qwertykeyboard,stylus,tablet,Trial0,15
5,Block0,Qwertykeyboard,stylus,tablet,Trial1,6
5,Block0,Qwertykeyboard,stylus,tablet,Trial2,11
5,Block0,Qwertykeyboard,stylus,tablet,Trial3,11
5,Block0,Qwertykeyboard,stylus,tablet,Trial4,13
5,Block0,Qwertykeyboard,stylus,watch,Trial0,11
5,Block0,Qwertykeyboard,stylus,watch,Trial1,8
5,Block0,Qwertykeyboard,stylus,watch,Trial2,13
5,Block0,Qwertykeyboard,stylus,watch,Trial3,10
5,Block0,Qwertykeyboard,stylus,watch,Trial4,14
